place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,지정현황,입장료,review,체험가능 연령,화장실,체험 프로그램,이용 시기,주차 요금,이용요금,주요시설,접근로,장애인 주차 안내,휠체어,수용인원,규모,출입통로,엘리베이터,수유실,판매 품목,시설이용료,체험프로그램,유모차,점자 홍보물,"영유아가족
기타상세",이용가능시설,주차요금,대중 교통,시각장애 기타상세,오디오 가이드,지체장애 기타 상세,유아용보조의자,개장기간,관람석,부대시설,보유장비,보조견 동반,대여안내,점자 블록,안내 요원
교남YMCA 회관,"대구 약령시에 위치하고 있는 국가등록문화재이다. 일제강점기 3.1 독립 운동 때 화합의 공간이자 물산장려운동, 기독교 농촌운동, 신간회 운동 등 기독교 민족운동의 거점이었던 건물이다. 대구 중구 근대역사의 중요한 시설물로 이만집 목사 3.8 만세 운동 기념지로 한국기독교 사적으로 지정됐다. 청년들을 중심으로 각종 사업을 활발하게 진행하였으며 특히 당시 산업의 대부분인 농촌사업을 체계화하고자 전국 각지에 농민학교를 세우고, 협동조합, 농민회, 야학 등을 조직하여 농천 청년들에게 새로운 지평을 열어주었다.",,,대구광역시 중구 남성로 22,"10:00~18:00
12:00~13:00 휴게시간",매주 월요일,,,,항일민족 운동단체. 신간회 대구지회 활동하나ㅡㅅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구 세천늪테마정원,"대구 달성군에 있는 세천늪테마정원은 산림청 주관하에 2023년도 조성된 곳이다. 공원 내 다양한 테마들로 가득히 꾸며져 있는 공간이 많아 가족과 함께 나들이하기에 좋다. 테마의 주제는 백설공주, 금 나와라 뚝딱, 어린 왕자, 이상한 나라의 앨리스 등 동화와 관련된 테마정원으로 꾸며져 있다. 계절별로 튤립, 핑크 뮬리 등 다양한 꽃을 볼 수 있어 사진 찍기에도 좋다.",,,대구광역시 달성군 다사읍 세천리 1669,상시 개방,연중무휴,가능 (갓길주차),,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나야 대령 기념비,"대구시 수성구 범어동에 지뢰 폭발로 사망한 국제연합 인도 대표 우니 나야(M. K. Unni Nayar) 대령을 추모하기 위해 경상북도에서 1950년 12월 7일 이 비를 건립하였다. 한국전쟁 당시 국제연합 한국위원단 인도 대표로 낙동강 전투가 치열했던 1950년 8월 12일 왜관 근처에서 지뢰 폭발로 사망했다. 1950년 8월 13일 대구 수성구 범어동 속칭 주일골에서 화장하고, 1950년 12월 7일 같은 장소인 대구 수성구 범어동 산 156번지에 기념비를 건립했다. 1996년 주변을 단장하고 보수공사를 해 나야 대령의 넋을 위로하고, 매년 현충일에 나야 대령 기념비를 참배하며 자유 수호를 위해 이국 땅에서 숨진 그의 영혼을 위로하고 있다.

(출처 : 국가보훈부 현충시설정보서비스)",,https://www.suseong.kr/tour,대구광역시 수성구 범어동 산156,상시 개방,연중무휴,"기능
요금 (무료)",,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구간송미술관,"간송미술관은 일제강점기 문화로 나라를 지킨다는 문화 보국정신으로 우리 문화재 수집, 보존, 연구에 힘쓰신 간송 전형필 선생이 세운 우리나라 최초의 사립 미술관이다. 간송미술문화재단의 유일한 상설 전시 공간으로서 ‘문화보국’ 정신과 그 의미를 다양한 전시와 교육, 문화 프로그램을 통해 소개하고 하나 되는 소통과 융합의 가치를 구현하고자 하는 곳이다. 또한 대구·영남지역의 자료와 미술품들을 체계적으로 연구·보존하여 새로운 문화유산을 발굴함으로써 우리 문화의 우수성과 가치 확산에 기여할 예정이다. 대구간송미술관의 건축은 ‘가장 한국적인 미술관’과 ‘자연의 일부가 되는 미술관’을 지향한다. 대구간송미술관이 위치한 대구대공원의 경사와 지형이 안동 도산서원과 비슷하다는 점을 착안하여 한국 전통 건축 요소인 계단식 기단, 터의 분절 등을 접목하였고 자연과 소통하는 유연한 공간을 표현하기 위해 미술관의 안과 밖을 지형에 따라 다양한 방식으로 연결했다.",,https://kansong.org/daegu/,대구광역시 수성구 미술관로 70 (삼덕동),"- 하절기(4월~10월) 10:00~19:00
- 동절기(11월~3월) 10:00~18:00
- 매표시간 : 관람 시작 30분 전~관람 종료 1시간 전","매주 월요일 / 1월 1일 / 음력 설날 및 추석 당일 / 기타 시장이 정하는 휴관일
※ 월요일이 공휴일인 경우, 당일 개관 후 다음날 평일 휴관","가능
요금 (무료)",,,"지역에도 간송미술관이 생겨서 무척 기대하고 방문한 미술관이었구요. 특히 역사책에서만 보던 그림, 글, 도자기 등을 직접 볼수 있어 너무 감동적이고 벅찼던 시간이였어요. 이런 유물들을 후손들이 볼수 있게 해주신 간송 선생님 너무 감사합니다^^ 간송미술관 창문으로 바라보는 하늘은 또하나의 예술 작품입니다 대구여행 중 방문한 곳. 간송선생님의 노력이 있었기에 훌륭한 문화재를 볼 수 있어서 너무 좋았습니다^^ 뜻깊은 전시였어요! 대구에 오픈한 간송미술관. 간송이라는 이름만로도 대구를 갈 수 있게 만든 멋진 미술관이네요 풍경이며 건물도 멋질뿐더러 지금 전시중인 화조미감에서 조선시대의 회화를 물씬 느낄 수 있었습니다 대구미술관에 방문하면 함께 엮어서 대구간송미술관도 함께 가는게 좋아요! 거의 바로 옆이라 이동시간도 짧은데 2가지 미술관을 한번에 볼 수 있어 효율성이 좋아요! 여기도 라팍이랑 가까워서 타지분들 라팍 야구 보기전에 보고 라팍가면 딱 좋아요! 미인도를 볼 수 있다니 ㅎ 너무 좋았어요 사람이 너무 많았지만 가볼만 한 곳입니다 간송 선생이 평생에 걸쳐 수집한 미술품을 전시하는 대구 간송미술관은 서울에 이어 2번째라고 합니다. 지방에서도 우수한 미술품의 전시를 만날 수 있고 시간이 맞으면 큐레이터의 설명도 들을 수 있으니 한번 가보시길 추천드립니다. 보유 작품을 전체 공개하진 않고, 시기에 걸쳐서 공개하는 작품이 다르다고 하니 일년에 한 3-4번은 방문하셔도 항상 다른 작품을 볼 수 있을 것 같네요. 간송미술관이라고 특별할까 했는데 진짜 좋더라고요. 미술관에서 감명 받기 쉽지 않은데... 귀한 작품들이 대접 받는 느낌^^ 적극 추천이요. 꽃피는 봄 가족나들이는 간송미술관 가는 걸로... ~~ 예매 필수 할인 꼼꼼히 챙기기 잊지마세요. 멋진 보물을 감상할 수 있을 뿐만 아니라 미술관에서 보는 정원 풍경도 그림처럼 아름다워요. 기회가되면 방문해보시길 추천합니다.",,"장애인용 화장실 있음(층별, 남녀분리)",,,,※ 전시별로 상이하므로 홈페이지 참조,,문턱없이 평지로 연결되어 휠체어 통과 가능함,장애인 전용 별도 주차칸 있음,"휠체어 무료 대여 가능(안내데스크, 신분증 필요)",,,주 출입구에 휠체어 통가 가능함,엘리베이터 있음,수유실 있음(1층),,,전시해설 / 분기별 문화 프로그램,유모차 무료 대여(신분증 필요),점자 도서 있음,,,,,,오디오 가이드 제공(신분증 필요),,,,장애인용 관람석 있음(1층 강당 위치),,,보조견 동반 가능,,"점자 유도로 설치됨
점자블록 있음","안내데스크 있음
전시안내요원 있음"
달서천 자전거 광장,"평리교에서 금호강 합류점까지 2.2㎞ 구간으로 자전거를 빌려 타고 신천과 강정보로 이동할 수 있는 친환경 생태하천이다. 만남의 광장에서는 교목, 관목, 초화류(사철채송화 등 3천230그루) 등을 볼 수 있으며, 달서천 언덕에 산책로 및 자전거도로가 조성되어 있고, 수질정화생태학습장과 징검다리, 의자, 운동시설 등이 있다. 쾌적한 친수공간으로 자리매김하고 있는 달서천과 자전거 만남의 광장은 삶의 질 향상뿐만 아니라 자전거 이용 활성화에 이바지하고 있다.

(출처 : 대구서구 문화관광)",,https://www.dgs.go.kr/tour/,대구광역시 서구 달서천로 199 (비산동),09:00~18:00,"선거일 / 근로자의 날 / 명절 전, 후 / 공휴일",가능,,,주말이나 휴일에 아이들과 자전거 타러 가기 좋아요 저렴한 가격에 자전거 대여도 할 수 있고 하중도나 강정보 어느 코스든 금호상을 따라 있는 자전거길이 라이딩 하기에 최고에요,,불가,,,,"1인용 자전거 1,000원
2인용 자전거 2,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노변동 사직단,노변동 사직단은 대구광역시 수성구 노변동에 있는 조선시대의 사직단이다. 사직단은 임금이 백성을 위하여 토신(土神)인 사(社)와 곡신(穀神)에게 제사를 지내던 제단을 말한다. 노변동 사직단은 과거 이 지역의 문화를 알릴 수 있는 중요한 역사적 자료로 활용되고 있다. 2006년 4월 20일 대구광역시 기념물 제 16회로 지정되었다.,,https://www.khs.go.kr/main.html,대구광역시 수성구 노변동 407-4,상시 개방,연중무휴,"가능
요금 (무료)",,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
팔공 쉼터 야영장,"팔공 쉼터 야영장은 경북 군위군 부계면 동산리에 자리 잡았다. 군위군청을 기점으로 30km가량 떨어졌다. 자동차를 타고 치산효령로와 팔공산터널로를 번갈아 달리면 닿는다. 도착까지 걸리는 시간은 35분 안팎이다. 캠핑장에는 파쇄석으로 이뤄진 일반캠핑 사이트 3면이 마련돼 있다. 무엇보다 남녀노소 누구나 물놀이를 즐기기 좋은 대규모 계곡이 있다는 게 가장 큰 장점이다. 평상 대여도 가능하며, 음식점에서 닭백숙, 오리백숙, 삼겹살 등을 구입해 맛볼 수 있다. 주변에는 팔공산도립공원이 있다.
※ 반려동물 동반 불가",,,대구광역시 군위군 원효길 57-1,14:00~익일 12:00,,,,,,,있음,,,,"50,000원~100,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",주요시설 : 일반야영장 3 안전시설 : 소화기 3,,,,,,,,,,,,,,,,,,,,,,,,"물놀이장, 놀이터, 운동시설",,,,,
느티담길캠핑장,"느티담길 캠핑장은 경북 군위군 산성면 운산리에 자리 잡았다. 군위군청을 기점으로 25km가량 떨어졌다. 자동차를 타고 치산효령로와 부흥로를 번갈아 달리면 닿는다. 도착까지 걸리는 시간은 25분 안팎이다. 중앙선 철로 등 주변 풍경이 멋진 캠핑장에는 파쇄석으로 이뤄진 일반캠핑 사이트 7면이 마련돼 있다. 사이트 크기는 가로 10m 세로 9m 등 널찍하다. 개별 사용이 가능한 화장실, 샤워실, 개수대가 있어 편리하다. 주변에는 화본마을 등 군위를 대표하는 관광지가 많아 연계 관광이 손쉽다.
※ 반려동물 동반 불가",,https://www.instagram.com/zelkovatree_camping/,대구광역시 군위군 부흥로 362-33 야영장,14:00~익일 12:00,,가능,,,,,있음,,,,"50,000~70,000원 *이용요금은 예약 시 문의",주요시설 : 일반야영장 7 안전시설 : 소화기 7,,,,,,,,,,,,,,,,,,,,,,,,"놀이터, 운동시설",,,,,
군위 솔밭야영장,"군위 솔밭야영장은 경북 군위군 부계면 동산리에 자리 잡았다. 군위군청을 기점으로 30km가량 떨어졌다. 자동차를 타고 치산효령로와 팔공산터널로를 번갈아 달리면 닿는다. 도착까지 걸리는 시간은 30분 안팎이다. 계곡에 위치한 덕분에 여름철 물놀이를 하기 좋은 캠핑장이다. 파쇄석으로 이뤄진 오토캠핑 사이트 20면이 마련돼 있다. 사이트 크기는 가로 5m 세로 10m다. 카라반과 트레일러 동반 입장이 가능하며, 추가 요금은 없다. 반려동물은 대형견과 소형견 모두 출입할 수 있다. 이 경우 목줄과 배변봉투를 지참해야 한다. 매년 7~8월에는 닭백숙, 오리불고기, 삼겹살 등을 맛보며 물놀이를 만끽할 수 있는 평상을 운영한다. 주변에는 팔공산도립공원이 있어 연계 여행을 떠나기 좋다.
※ 반려동물 동반 가능",,,대구광역시 군위군 원효길 59-1,14:00~익일 13:00,,,,,,,있음,,,,"30,000원~80,000원
※ 자세한 이용요금은 예약 시 문의",주요시설 : 자동차 야영장 20 안전시설 : 소화기 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
달성토성마을,"대구의 명소로 알려진 달성토성마을은 옛 모습을 잘 간직한 곳으로 골목길을 따라 벽화를 감상하며 역사 여행을 할 수 있는 곳이다. 마을을 걷다 보면 달성토성마을 다락방이라는 공방이 있는데 반려 식물 체험을 진행하며 도서관과 어린이 누리실인 놀이방이 있다. 이외에도 달성토성에 관한 전시를 볼 수 있는 야외전시관, 해바라기 벽화를 볼 수 있는 공원인 해바라기 정원과 계절에 상관없이 싱싱한 나무들이 자라나는 온실 등 다양한 시설들을 볼 수 있다.",,https://tour.daegu.go.kr/index.do,대구광역시 서구 비산동,"- 골목정원 10:00~17:00
- 달성토성마을 다락방 10:00~19:00
- 온실 10:00~18:00",연중무휴,"가능
요금 (무료)",,※ 시설별 상이하므로 전화문의,,,,골목정원 투어 / 반려식물 체험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하늘아래수성별사랑캠프,"하늘아래 야영장은 대구 수성구 범물동에 자리 잡았다. 대구시청을 기점으로 15km가량 떨어졌다. 자동차를 타고 지범로와 진밭길을 번갈아 달리면 닿는다. 도착까지 걸리는 시간은 30분 안팎이다. 캠핑장에는 여러 가지 카라반 14대가 갖춰져 있다. 카라반 내부에는 침대, 냉장고, TV, 화장실, 샤워실 등 일상생활을 하기에도 무리가 없을 정도의 시설이 들어차 있다. 부대시설로는 한여름 무더위를 날리기 그만인 물놀이장 등이 있다. 주변에 워터파크 스파밸리가 있어 연계 여행이 수월하다.
※ 반려동물 동반 불가",,http://수성별사랑.com,대구광역시 수성구 진밭길 420,예약 시 문의,,,,,,,있음,,,,"100,000~350,000원
※ 자세한 이용요금은 예약 시 문의","주요시설 : 카라반 14 안전시설 : 소화기 14, 화재감지기 14",,,,,,,,,,,,,,,,,,,,,,,,"물놀이장, 놀이터, 운동시설",,,,,
글램핑로망,"글램핑로망은 대구 달성군 옥포읍 김흥리에 있다. 대구시청을 기점으로 25km가량 떨어졌다. 자동차를 타고 앞산순환로와 테크노폴리스로를 번갈아 달리면 닿는다. 도착까지 걸리는 시간은 40분 안팎이다. 산으로 둘러싸여 더없이 자연친화적인 느낌의 캠핑장에는 글램핑 8개 동이 마련돼 있다. 내부에는 침대, 냉난방기, 취사도구, 개수대, 화장실, 샤워실 등 일상생활이 가능할 정도의 시설이 완비돼 있다. 캠핑장 입구에는 각종 음료와 디저트를 파는 카페와 간단한 먹거리를 구입할 수 있는 매점이 있다. 주변에는 비슬산자연휴양림이 있어 연계 여행에 나서기 좋다.
※ 반려동물 동반 불가",,▪ https://roman973.com/,대구광역시 달성군 옥포로111길 85-6 무릉도원관광농원,"15:00~익일 11:00
※ 조기 입실, 지연 퇴실 불가능",,,,,,,있음,,,,"120,000 ~ 200,000원
*이용요금은 예약 시 문의","주요시설 : 글램핑 8 안전시설 : 소화기 8, 화재감지기 8",,,,,,,,,,,,,,,,,,,,,,,,"놀이터, 운동시설, 카페",,,,,
